160.2
178.2
166.2
201
121.2
192
221.5
253.8
154.2
135.8
180.2
180
172.8
220.8
219
232.2
132
227.4
195.1
218.6
116.3
85.1
103.2
199.9
236.4
211.8
184.8
195
218.4
116.4
175.2
192.6
159.6
198.6
255
135.6
168.6
168
208.2
205.2
198.2
200.4
192.1
138.6
102
111.6
157.2
143.3
80
199.2
200.3
162
180.4
181.8
157.8
198
205.4
256.2
241.2
220.2
205.1
143.4
169.8
169.2
206.4
196.8
186.6
205.8
89.5
155.4
206.6
190
221.4
164.4
229.5
264
190.2
137.4
199.7
183
148.2
186.4
241.3
196.2
207
229.2
158.4
124.2
143.5
106.8
199.8
192.3
141.6
153.6
165
225.6
169.7
121
175.3
229.3
